Pair,Distance
"(59, 5)",12.15991978
"(5, 59)",12.15991978
"(59, 6)",8.602943632
"(6, 59)",8.602943632
"(59, 7)",14.77203919
"(7, 59)",14.77203919
"(59, 8)",13.58192732
"(8, 59)",13.58192732
"(59, 9)",1.143819737
"(9, 59)",1.143819737
"(60, 1)",0.861530892
"(1, 60)",0.861530892
"(60, 2)",3.255797629
"(2, 60)",3.255797629
"(60, 3)",1.389385556
"(3, 60)",1.389385556
"(60, 4)",3.657265432
"(4, 60)",3.657265432
"(60, 5)",4.224204332
"(5, 60)",4.224204332
"(60, 6)",1.714300452
"(6, 60)",1.714300452
"(60, 7)",7.124267063
"(7, 60)",7.124267063
"(60, 8)",5.473160042
"(8, 60)",5.473160042
"(60, 9)",9.21449697
"(9, 60)",9.21449697
"(61, 1)",3.515841392
"(1, 61)",3.515841392
"(61, 2)",2.056489462
"(2, 61)",2.056489462
"(61, 3)",2.461312668
"(3, 61)",2.461312668
"(61, 4)",5.437990444
"(4, 61)",5.437990444
"(61, 5)",8.094600017
"(5, 61)",8.094600017
"(61, 6)",3.901277824
"(6, 61)",3.901277824
"(61, 7)",11.40209571
"(7, 61)",11.40209571
"(61, 8)",7.660199551
"(8, 61)",7.660199551
"(61, 9)",4.862352349
"(9, 61)",4.862352349
"(62, 1)",0.80113363
"(1, 62)",0.80113363
"(62, 2)",3.531251393
"(2, 62)",3.531251393
"(62, 3)",1.548394395
"(3, 62)",1.548394395
"(62, 4)",3.856228426
"(4, 62)",3.856228426
"(62, 5)",4.423167326
"(5, 62)",4.423167326
"(62, 6)",1.554048871
"(6, 62)",1.554048871
"(62, 7)",6.964015483
"(7, 62)",6.964015483
"(62, 8)",5.312970598
"(8, 62)",5.312970598
"(62, 9)",9.299314112
"(9, 62)",9.299314112
"(63, 1)",9.68866518
"(1, 63)",9.68866518
"(63, 2)",6.004556521
"(2, 63)",6.004556521
"(63, 3)",9.475721339
"(3, 63)",9.475721339
"(63, 4)",10.49967861
"(4, 63)",10.49967861
"(63, 5)",10.29201642
"(5, 63)",10.29201642
"(63, 6)",8.269143131
"(6, 63)",8.269143131
"(63, 7)",16.0930118
"(7, 63)",16.0930118
"(63, 8)",14.90289993
"(8, 63)",14.90289993
"(63, 9)",1.361051038
"(9, 63)",1.361051038
"(64, 1)",8.533660766
"(1, 64)",8.533660766
"(64, 2)",6.119385882
"(2, 64)",6.119385882
"(64, 3)",8.320779061
"(3, 64)",8.320779061
"(64, 4)",11.8378632
"(4, 64)",11.8378632
"(64, 5)",11.63020101
"(5, 64)",11.63020101
"(64, 6)",7.964174244
"(6, 64)",7.964174244
"(64, 7)",14.93800739
"(7, 64)",14.93800739
"(64, 8)",13.74795765
"(8, 64)",13.74795765
"(64, 9)",0.468265186
"(9, 64)",0.468265186
"(65, 1)",6.78344507
"(1, 65)",6.78344507
"(65, 2)",7.540337085
"(2, 65)",7.540337085
"(65, 3)",7.504483978
"(3, 65)",7.504483978
"(65, 4)",6.479097554
"(4, 65)",6.479097554
"(65, 5)",6.271435366
"(5, 65)",6.271435366
"(65, 6)",4.396510511
"(6, 65)",4.396510511
"(65, 7)",2.781443007
"(7, 65)",2.781443007
"(65, 8)",0.75571141
"(8, 65)",0.75571141
"(65, 9)",14.56356922
"(9, 65)",14.56356922
"(66, 1)",7.249721868
"(1, 66)",7.249721868
"(66, 2)",10.76208358
"(2, 66)",10.76208358
"(66, 3)",7.970760777
"(3, 66)",7.970760777
"(66, 4)",5.48049222
"(4, 66)",5.48049222
"(66, 5)",5.272830032
"(5, 66)",5.272830032
"(66, 6)",4.549864873
"(6, 66)",4.549864873
"(66, 7)",3.153085002
"(7, 66)",3.153085002
"(66, 8)",1.818815054
"(8, 66)",1.818815054
"(66, 9)",15.02984602
"(9, 66)",15.02984602
"(67, 1)",3.643657407
"(1, 67)",3.643657407
"(67, 2)",4.972583565
"(2, 67)",4.972583565
"(67, 3)",4.534889832
"(3, 67)",4.534889832
"(67, 4)",2.987365357
"(4, 67)",2.987365357
"(67, 5)",3.16470464
"(5, 67)",3.16470464
"(67, 6)",1.828694853
"(6, 67)",1.828694853
"(67, 7)",5.615205453
"(7, 67)",5.615205453
"(67, 8)",3.964160569
"(8, 67)",3.964160569
"(67, 9)",13.72732813
"(9, 67)",13.72732813
"(68, 1)",7.164469767
"(1, 68)",7.164469767
"(68, 2)",3.88978246
"(2, 68)",3.88978246
"(68, 3)",6.951525925
"(3, 68)",6.951525925
"(68, 4)",7.49653043
"(4, 68)",7.49653043
"(68, 5)",9.538355536
"(5, 68)",9.538355536
"(68, 6)",6.15436907
"(6, 68)",6.15436907
"(68, 7)",13.56881639
"(7, 68)",13.56881639
"(68, 8)",12.37870451
"(8, 68)",12.37870451
"(68, 9)",2.143046442
"(9, 68)",2.143046442
"(69, 1)",16.17683475
"(1, 69)",16.17683475
"(69, 2)",20.29764295
"(2, 69)",20.29764295
"(69, 3)",16.89787366
"(3, 69)",16.89787366
"(69, 4)",20.67599575
"(4, 69)",20.67599575
"(69, 5)",20.4683957
"(5, 69)",20.4683957
"(69, 6)",16.44228444
"(6, 69)",16.44228444
"(69, 7)",10.47407812
"(7, 69)",10.47407812
"(69, 8)",11.80946654
"(8, 69)",11.80946654
"(69, 9)",23.95695891
"(9, 69)",23.95695891
"(70, 1)",6.183262821
"(1, 70)",6.183262821
"(70, 2)",5.254623862
"(2, 70)",5.254623862
"(70, 3)",5.970318979
"(3, 70)",5.970318979
"(70, 4)",8.585483107
"(4, 70)",8.585483107
"(70, 5)",10.62730821
"(5, 70)",10.62730821
"(70, 6)",7.099412223
"(6, 70)",7.099412223
"(70, 7)",12.58760944
"(7, 70)",12.58760944
"(70, 8)",11.39749757
"(8, 70)",11.39749757
"(70, 9)",3.717600556
"(9, 70)",3.717600556
"(71, 1)",6.249873792
"(1, 71)",6.249873792
"(71, 2)",4.53880447
"(2, 71)",4.53880447
"(71, 3)",6.036929951
"(3, 71)",6.036929951
"(71, 4)",7.869725852
"(4, 71)",7.869725852
"(71, 5)",9.911488821
"(5, 71)",9.911488821
"(71, 6)",6.383592831
"(6, 71)",6.383592831
"(71, 7)",12.65422042
"(7, 71)",12.65422042
"(71, 8)",11.46410854
"(8, 71)",11.46410854
"(71, 9)",2.953065678
"(9, 71)",2.953065678
"(72, 1)",3.821804473
"(1, 72)",3.821804473
"(72, 2)",1.729586179
"(2, 72)",1.729586179
"(72, 3)",3.739659226
"(3, 72)",3.739659226
"(72, 4)",2.848861761
"(4, 72)",2.848861761
"(72, 5)",3.415800661
"(5, 72)",3.415800661
"(72, 6)",3.777687132
"(6, 72)",3.777687132
"(72, 7)",12.47818601
"(7, 72)",12.47818601
"(72, 8)",7.536608859
"(8, 72)",7.536608859
"(72, 9)",7.799448792
"(9, 72)",7.799448792
"(73, 1)",3.136245848
"(1, 73)",3.136245848
"(73, 2)",4.314489539
"(2, 73)",4.314489539
"(73, 3)",3.884314395
"(3, 73)",3.884314395
"(73, 4)",2.077181116
"(4, 73)",2.077181116
"(73, 5)",2.644120016
"(5, 73)",2.644120016
"(73, 6)",1.24081575
"(6, 73)",1.24081575
"(73, 7)",6.670976919
"(7, 73)",6.670976919
"(73, 8)",5.019869898
"(8, 73)",5.019869898
"(73, 9)",9.217355277
"(9, 73)",9.217355277
"(74, 1)",4.926602111
"(1, 74)",4.926602111
"(74, 2)",5.055785142
"(2, 74)",5.055785142
"(74, 3)",5.817834536
"(3, 74)",5.817834536
"(74, 4)",1.608543108
"(4, 74)",1.608543108
"(74, 5)",1.400943057
"(5, 74)",1.400943057
"(74, 6)",3.111701694
"(6, 74)",3.111701694
"(74, 7)",6.340656095
"(7, 74)",6.340656095
"(74, 8)",5.875559902
"(8, 74)",5.875559902
"(74, 9)",10.27797344
"(9, 74)",10.27797344
"(75, 1)",4.232033607
"(1, 75)",4.232033607
"(75, 2)",4.428324706
"(2, 75)",4.428324706
"(75, 3)",4.83190517
"(3, 75)",4.83190517
"(75, 4)",1.111011348
"(4, 75)",1.111011348
"(75, 5)",1.212232684
"(5, 75)",1.212232684
"(75, 6)",2.55426977
"(6, 75)",2.55426977
"(75, 7)",10.2745559
"(7, 75)",10.2745559
"(75, 8)",6.249935929
"(8, 75)",6.249935929
"(75, 9)",9.650513001
"(9, 75)",9.650513001
"(76, 1)",3.15507339
"(1, 76)",3.15507339
"(76, 2)",1.731388154
"(2, 76)",1.731388154
"(76, 3)",3.072928143
"(3, 76)",3.072928143
"(76, 4)",3.318059003
"(4, 76)",3.318059003
"(76, 5)",3.884997903
"(5, 76)",3.884997903
"(76, 6)",3.110956049
"(6, 76)",3.110956049
"(76, 7)",8.52092266
"(7, 76)",8.52092266
"(76, 8)",6.869877776
"(8, 76)",6.869877776
"(76, 9)",7.049081172
"(9, 76)",7.049081172
"(77, 1)",4.949468563
"(1, 77)",4.949468563
"(77, 2)",2.559986383
"(2, 77)",2.559986383
"(77, 3)",4.25788264
"(3, 77)",4.25788264
"(77, 4)",6.340904644
"(4, 77)",6.340904644
"(77, 5)",8.38272975
"(5, 77)",8.38272975
"(77, 6)",4.824572992
"(6, 77)",4.824572992
"(77, 7)",10.2345396
"(7, 77)",10.2345396
"(77, 8)",8.58349472
"(8, 77)",8.58349472
"(77, 9)",5.243998417
"(9, 77)",5.243998417
"(78, 1)",3.163710447
"(1, 78)",3.163710447
"(78, 2)",1.740025211
"(2, 78)",1.740025211
"(78, 3)",3.0815652
"(3, 78)",3.0815652
"(78, 4)",3.32669606
"(4, 78)",3.32669606
"(78, 5)",3.893572823
"(5, 78)",3.893572823
"(78, 6)",3.119593106
"(6, 78)",3.119593106
"(78, 7)",8.529559717
"(7, 78)",8.529559717
"(78, 8)",6.878514833
"(8, 78)",6.878514833
"(78, 9)",7.057718229
"(9, 78)",7.057718229
"(79, 1)",0.868676658
"(1, 79)",0.868676658
"(79, 2)",4.452185352
"(2, 79)",4.452185352
"(79, 3)",0.757202701
"(3, 79)",0.757202701
"(79, 4)",5.07703603
"(4, 79)",5.07703603
"(79, 5)",5.64397493
"(5, 79)",5.64397493
"(79, 6)",3.289227389
"(6, 79)",3.289227389
"(79, 7)",8.199176756
"(7, 79)",8.199176756
"(79, 8)",7.00906488
"(8, 79)",7.00906488
"(79, 9)",8.111501308
"(9, 79)",8.111501308
"(80, 1)",8.671729402
"(1, 80)",8.671729402
"(80, 2)",12.7925376
"(2, 80)",12.7925376
"(80, 3)",9.39276831
"(3, 80)",9.39276831
"(80, 4)",10.90332121
"(4, 80)",10.90332121
"(80, 5)",10.69572116
"(5, 80)",10.69572116
"(80, 6)",6.87472447
"(6, 80)",6.87472447
"(80, 7)",1.339427328
"(7, 80)",1.339427328
"(80, 8)",3.462776309
"(8, 80)",3.462776309
"(80, 9)",16.45185356
"(9, 80)",16.45185356
"(81, 1)",8.666385611
"(1, 81)",8.666385611
"(81, 2)",5.417112378
"(2, 81)",5.417112378
"(81, 3)",8.45344177
"(3, 81)",8.45344177
"(81, 4)",11.49194596
"(4, 81)",11.49194596
"(81, 5)",11.28434591
"(5, 81)",11.28434591
"(81, 6)",7.680766931
"(6, 81)",7.680766931
"(81, 7)",15.07073223
"(7, 81)",15.07073223
"(81, 8)",13.88062036
"(8, 81)",13.88062036
"(81, 9)",0.72849536
"(9, 81)",0.72849536
"(82, 1)",9.616524007
"(1, 82)",9.616524007
"(82, 2)",7.827037664
"(2, 82)",7.827037664
"(82, 3)",9.403580166
"(3, 82)",9.403580166
"(82, 4)",12.765073
"(4, 82)",12.765073
"(82, 5)",12.55747295
"(5, 82)",12.55747295
"(82, 6)",9.671826026
"(6, 82)",9.671826026
"(82, 7)",16.02087063
"(7, 82)",16.02087063
"(82, 8)",14.83075875
"(8, 82)",14.83075875
"(82, 9)",1.527392055
"(9, 82)",1.527392055
"(83, 1)",0.868676658
"(1, 83)",0.868676658
"(83, 2)",4.452185352
"(2, 83)",4.452185352
"(83, 3)",0.757202701
"(3, 83)",0.757202701
"(83, 4)",5.07703603
"(4, 83)",5.07703603
"(83, 5)",5.64397493
"(5, 83)",5.64397493
"(83, 6)",3.289227389
"(6, 83)",3.289227389
"(83, 7)",8.199176756
"(7, 83)",8.199176756
"(83, 8)",7.00906488
"(8, 83)",7.00906488
"(83, 9)",8.111501308
"(9, 83)",8.111501308
"(84, 1)",7.861213069
"(1, 84)",7.861213069
"(84, 2)",5.196463536
"(2, 84)",5.196463536
"(84, 3)",7.648331365
"(3, 84)",7.648331365
"(84, 4)",11.41849991
"(4, 84)",11.41849991
"(84, 5)",11.21083772
"(5, 84)",11.21083772
"(84, 6)",7.737311692
"(6, 84)",7.737311692
"(84, 7)",14.26555969
"(7, 84)",14.26555969
"(84, 8)",13.07550995
"(8, 84)",13.07550995
"(84, 9)",0.726693385
"(9, 84)",0.726693385
"(85, 1)",1.08075058
"(1, 85)",1.08075058
"(85, 2)",4.30224853
"(2, 85)",4.30224853
"(85, 3)",1.971983006
"(3, 85)",1.971983006
"(85, 4)",4.547627938
"(4, 85)",4.547627938
"(85, 5)",5.114566838
"(5, 85)",5.114566838
"(85, 6)",1.346697368
"(6, 85)",1.346697368
"(85, 7)",6.492581305
"(7, 85)",6.492581305
"(85, 8)",4.841474284
"(8, 85)",4.841474284
"(85, 9)",10.1888067
"(9, 85)",10.1888067
"(86, 1)",6.560435018
"(1, 86)",6.560435018
"(86, 2)",7.741785563
"(2, 86)",7.741785563
"(86, 3)",7.281473926
"(3, 86)",7.281473926
"(86, 4)",7.147382065
"(4, 86)",7.147382065
"(86, 5)",6.939719876
"(5, 86)",6.939719876
"(86, 6)",4.597896852
"(6, 86)",4.597896852
"(86, 7)",1.649056497
"(7, 86)",1.649056497
"(86, 8)",0.684191608
"(8, 86)",0.684191608
"(86, 9)",14.34055917
"(9, 86)",14.34055917
"(87, 1)",13.52016304
"(1, 87)",13.52016304
"(87, 2)",17.6409091
"(2, 87)",17.6409091
"(87, 3)",14.24120195
"(3, 87)",14.24120195
"(87, 4)",15.90144312
"(4, 87)",15.90144312
"(87, 5)",15.69384307
"(5, 87)",15.69384307
"(87, 6)",13.78561273
"(6, 87)",13.78561273
"(87, 7)",7.817406414
"(7, 87)",7.817406414
"(87, 8)",9.152732693
"(8, 87)",9.152732693
"(87, 9)",21.30028719
"(9, 87)",21.30028719
"(88, 1)",3.053106409
"(1, 88)",3.053106409
"(88, 2)",2.411913674
"(2, 88)",2.411913674
"(88, 3)",2.414212746
"(3, 88)",2.414212746
"(88, 4)",5.793414656
"(4, 88)",5.793414656
"(88, 5)",8.450024229
"(5, 88)",8.450024229
"(88, 6)",4.256702036
"(6, 88)",4.256702036
"(88, 7)",11.35648708
"(7, 88)",11.35648708
"(88, 8)",10.16643734
"(8, 88)",10.16643734
"(88, 9)",5.019559212
"(9, 88)",5.019559212
"(89, 1)",3.217024078
"(1, 89)",3.217024078
"(89, 2)",4.439571521
"(2, 89)",4.439571521
"(89, 3)",4.009396378
"(3, 89)",4.009396378
"(89, 4)",2.272353747
"(4, 89)",2.272353747
"(89, 5)",2.477654725
"(5, 89)",2.477654725
"(89, 6)",1.121326107
"(6, 89)",1.121326107
"(89, 7)",6.421372188
"(7, 89)",6.421372188
"(89, 8)",4.770327304
"(8, 89)",4.770327304
"(89, 9)",12.3250802
"(9, 89)",12.3250802
"(90, 1)",11.73539912
"(1, 90)",11.73539912
"(90, 2)",7.737684515
"(2, 90)",7.737684515
"(90, 3)",11.52245528
"(3, 90)",11.52245528
"(90, 4)",11.30671526
"(4, 90)",11.30671526
"(90, 5)",11.09905308
"(5, 90)",11.09905308
"(90, 6)",10.3482505
"(6, 90)",10.3482505
"(90, 7)",18.13974574
"(7, 90)",18.13974574
"(90, 8)",16.94963386
"(8, 90)",16.94963386
"(90, 9)",2.843890793
"(9, 90)",2.843890793
"(91, 1)",2.714148528
"(1, 91)",2.714148528
"(91, 2)",3.476135785
"(2, 91)",3.476135785
"(91, 3)",3.314020091
"(3, 91)",3.314020091
"(91, 4)",2.02094704
"(4, 91)",2.02094704
"(91, 5)",2.587885941
"(5, 91)",2.587885941
"(91, 6)",2.384697624
"(6, 91)",2.384697624
"(91, 7)",7.794664235
"(7, 91)",7.794664235
"(91, 8)",6.143619351
"(8, 91)",6.143619351
"(91, 9)",8.379001524
"(9, 91)",8.379001524
"(92, 1)",17.3169884
"(1, 92)",17.3169884
"(92, 2)",21.4377966
"(2, 92)",21.4377966
"(92, 3)",18.03808944
"(3, 92)",18.03808944
"(92, 4)",18.0900982
"(4, 92)",18.0900982
"(92, 5)",17.88243601
"(5, 92)",17.88243601
"(92, 6)",17.58250023
"(6, 92)",17.58250023
"(92, 7)",11.61423177
"(7, 92)",11.61423177
"(92, 8)",12.94962019
"(8, 92)",12.94962019
"(92, 9)",25.09717469
"(9, 92)",25.09717469
"(93, 1)",1.703240048
"(1, 93)",1.703240048
"(93, 2)",1.923018971
"(2, 93)",1.923018971
"(93, 3)",1.389261282
"(3, 93)",1.389261282
"(93, 4)",4.159395337
"(4, 93)",4.159395337
"(93, 5)",4.726334237
"(5, 93)",4.726334237
"(93, 6)",2.622744854
"(6, 93)",2.622744854
"(93, 7)",8.032711465
"(7, 93)",8.032711465
"(93, 8)",6.381666581
"(8, 93)",6.381666581
"(93, 9)",6.205756451
"(9, 93)",6.205756451
"(94, 1)",7.055916253
"(1, 94)",7.055916253
"(94, 2)",3.404988806
"(2, 94)",3.404988806
"(94, 3)",6.842972412
"(3, 94)",6.842972412
"(94, 4)",7.011736775
"(4, 94)",7.011736775
"(94, 5)",10.49700671
"(5, 94)",10.49700671
"(94, 6)",5.669575415
"(6, 94)",5.669575415
"(94, 7)",13.46026288
"(7, 94)",13.46026288
"(94, 8)",12.270151
"(8, 94)",12.270151
"(94, 9)",3.389765216
"(9, 94)",3.389765216
"(95, 1)",7.886192184
"(1, 95)",7.886192184
"(95, 2)",5.137681839
"(2, 95)",5.137681839
"(95, 3)",7.673248342
"(3, 95)",7.673248342
"(95, 4)",11.35971821
"(4, 95)",11.35971821
"(95, 5)",11.15211816
"(5, 95)",11.15211816
"(95, 6)",7.762228669
"(6, 95)",7.762228669
"(95, 7)",14.29053881
"(7, 95)",14.29053881
"(95, 8)",13.10042693
"(8, 95)",13.10042693
"(95, 9)",0.834066293
"(9, 95)",0.834066293
"(96, 1)",13.15535613
"(1, 96)",13.15535613
"(96, 2)",17.27616432
"(2, 96)",17.27616432
"(96, 3)",13.87639503
"(3, 96)",13.87639503
"(96, 4)",18.69705339
"(4, 96)",18.69705339
"(96, 5)",18.4893912
"(5, 96)",18.4893912
"(96, 6)",13.42080582
"(6, 96)",13.42080582
"(96, 7)",7.4525995
"(7, 96)",7.4525995
"(96, 8)",8.787987916
"(8, 96)",8.787987916
"(96, 9)",20.93548028
"(9, 96)",20.93548028
"(97, 1)",11.6796
"(1, 97)",11.6796
"(97, 2)",8.931276069
"(2, 97)",8.931276069
"(97, 3)",11.46665616
"(3, 97)",11.46665616
"(97, 4)",15.87298433
"(4, 97)",15.87298433
"(97, 5)",15.66532214
"(5, 97)",15.66532214
"(97, 6)",14.19534477
"(6, 97)",14.19534477
"(97, 7)",18.08394662
"(7, 97)",18.08394662
"(97, 8)",16.89383475
"(8, 97)",16.89383475
"(97, 9)",4.046554363
"(9, 97)",4.046554363
"(98, 1)",7.909182911
"(1, 98)",7.909182911
"(98, 2)",5.891777685
"(2, 98)",5.891777685
"(98, 3)",7.696239069
"(3, 98)",7.696239069
"(98, 4)",9.222699068
"(4, 98)",9.222699068
"(98, 5)",11.26446204
"(5, 98)",11.26446204
"(98, 6)",7.736566047
"(6, 98)",7.736566047
"(98, 7)",14.31352953
"(7, 98)",14.31352953
"(98, 8)",13.12341766
"(8, 98)",13.12341766
"(98, 9)",2.2369356
"(9, 98)",2.2369356
"(99, 1)",4.451626118
"(1, 99)",4.451626118
"(99, 2)",4.647979354
"(2, 99)",4.647979354
"(99, 3)",5.051497682
"(3, 99)",5.051497682
"(99, 4)",0
"(4, 99)",0
"(99, 5)",0.849662705
"(5, 99)",0.849662705
"(99, 6)",3.596371074
"(6, 99)",3.596371074
"(99, 7)",9.912048055
"(7, 99)",9.912048055
"(99, 8)",7.08984311
"(8, 99)",7.08984311
"(99, 9)",9.870105512
"(9, 99)",9.870105512
"(100, 1)",15.66942319
"(1, 100)",15.66942319
"(100, 2)",19.79016925
"(2, 100)",19.79016925
"(100, 3)",16.3904621
"(3, 100)",16.3904621
"(100, 4)",17.45387643
"(4, 100)",17.45387643
"(100, 5)",17.24621424
"(5, 100)",17.24621424
"(100, 6)",15.93487288
"(6, 100)",15.93487288
"(100, 7)",9.966666566
"(7, 100)",9.966666566
"(100, 8)",11.30199284
"(8, 100)",11.30199284
"(100, 9)",23.44954735
"(9, 100)",23.44954735
"(101, 1)",12.58450259
"(1, 101)",12.58450259
"(101, 2)",16.70531079
"(2, 101)",16.70531079
"(101, 3)",13.3055415
"(3, 101)",13.3055415
"(101, 4)",17.41566211
"(4, 101)",17.41566211
"(101, 5)",17.20806206
"(5, 101)",17.20806206
"(101, 6)",12.84995228
"(6, 101)",12.84995228
"(101, 7)",6.881745962
"(7, 101)",6.881745962
"(101, 8)",8.217134378
"(8, 101)",8.217134378
"(101, 9)",20.36462674
"(9, 101)",20.36462674
"(102, 1)",12.25051568
"(1, 102)",12.25051568
"(102, 2)",18.09904594
"(2, 102)",18.09904594
"(102, 3)",12.97155458
"(3, 102)",12.97155458
"(102, 4)",12.81751671
"(4, 102)",12.81751671
"(102, 5)",12.60985453
"(5, 102)",12.60985453
"(102, 6)",10.30661864
"(6, 102)",10.30661864
"(102, 7)",4.771321498
"(7, 102)",4.771321498
"(102, 8)",6.894670479
"(8, 102)",6.894670479
"(102, 9)",20.03063983
"(9, 102)",20.03063983
"(103, 1)",2.704144455
"(1, 103)",2.704144455
"(103, 2)",3.882388145
"(2, 103)",3.882388145
"(103, 3)",3.452213002
"(3, 103)",3.452213002
"(103, 4)",2.676804131
"(4, 103)",2.676804131
"(103, 5)",3.243680894
"(5, 103)",3.243680894
"(103, 6)",0.556810553
"(6, 103)",0.556810553
"(103, 7)",6.055136121
"(7, 103)",6.055136121
"(103, 8)",4.404091237
"(8, 103)",4.404091237
"(103, 9)",8.785253884
"(9, 103)",8.785253884
"(104, 1)",6.938601409
"(1, 104)",6.938601409
"(104, 2)",3.203043231
"(2, 104)",3.203043231
"(104, 3)",4.900939488
"(3, 104)",4.900939488
"(104, 4)",6.8097912
"(4, 104)",6.8097912
"(104, 5)",8.851616306
"(5, 104)",8.851616306
"(104, 6)",5.46762984
"(6, 104)",5.46762984
"(104, 7)",13.34294803
"(7, 104)",13.34294803
"(104, 8)",12.15283616
"(8, 104)",12.15283616
"(104, 9)",3.280031098
"(9, 104)",3.280031098
"(105, 1)",3.02178931
"(1, 105)",3.02178931
"(105, 2)",2.717814617
"(2, 105)",2.717814617
"(105, 3)",2.384200527
"(3, 105)",2.384200527
"(105, 4)",6.099315599
"(4, 105)",6.099315599
"(105, 5)",8.755925172
"(5, 105)",8.755925172
"(105, 6)",4.562602979
"(6, 105)",4.562602979
"(105, 7)",11.32492143
"(7, 105)",11.32492143
"(105, 8)",10.13480956
"(8, 105)",10.13480956
"(105, 9)",5.907187686
"(9, 105)",5.907187686
"(106, 1)",12.65192134
"(1, 106)",12.65192134
"(106, 2)",16.77272954
"(2, 106)",16.77272954
"(106, 3)",13.37302239
"(3, 106)",13.37302239
"(106, 4)",15.31089213
"(4, 106)",15.31089213
"(106, 5)",15.10322994
"(5, 106)",15.10322994
"(106, 6)",12.91743317
"(6, 106)",12.91743317
"(106, 7)",6.949164716
"(7, 106)",6.949164716
"(106, 8)",8.284553132
"(8, 106)",8.284553132
"(106, 9)",20.43210763
"(9, 106)",20.43210763
"(107, 1)",2.078237447
"(1, 107)",2.078237447
"(107, 2)",1.901892357
"(2, 107)",1.901892357
"(107, 3)",1.602826495
"(3, 107)",1.602826495
"(107, 4)",4.246946511
"(4, 107)",4.246946511
"(107, 5)",4.813823274
"(5, 107)",4.813823274
"(107, 6)",2.710233891
"(6, 107)",2.710233891
"(107, 7)",8.120200502
"(7, 107)",8.120200502
"(107, 8)",6.469155618
"(8, 107)",6.469155618
"(107, 9)",5.858285788
"(9, 107)",5.858285788
"(108, 1)",15.61393476
"(1, 108)",15.61393476
"(108, 2)",19.73474296
"(2, 108)",19.73474296
"(108, 3)",16.33503581
"(3, 108)",16.33503581
"(108, 4)",18.11725211
"(4, 108)",18.11725211
"(108, 5)",17.90965206
"(5, 108)",17.90965206
"(108, 6)",15.87944659
"(6, 108)",15.87944659
"(108, 7)",9.911240273
"(7, 108)",9.911240273
"(108, 8)",11.24656655
"(8, 108)",11.24656655
"(108, 9)",23.39412105
"(9, 108)",23.39412105
"(109, 1)",9.733652441
"(1, 109)",9.733652441
"(109, 2)",6.985328508
"(2, 109)",6.985328508
"(109, 3)",9.520708599
"(3, 109)",9.520708599
"(109, 4)",14.79434641
"(4, 109)",14.79434641
"(109, 5)",14.58674636
"(5, 109)",14.58674636
"(109, 6)",12.24933507
"(6, 109)",12.24933507
"(109, 7)",16.13799906
"(7, 109)",16.13799906
"(109, 8)",14.94788719
"(8, 109)",14.94788719
"(109, 9)",2.134968619
"(9, 109)",2.134968619
"(110, 1)",0.829840971
"(1, 110)",0.829840971
"(110, 2)",3.315200696
"(2, 110)",3.315200696
"(110, 3)",1.448788624
"(3, 110)",1.448788624
"(110, 4)",3.64272535
"(4, 110)",3.64272535
"(110, 5)",4.209664251
"(5, 110)",4.209664251
"(110, 6)",1.654835247
"(6, 110)",1.654835247
"(110, 7)",7.064801859
"(7, 110)",7.064801859
"(110, 8)",5.413756975
"(8, 110)",5.413756975
"(110, 9)",9.199956889
"(9, 110)",9.199956889
"(111, 1)",4.288019134
"(1, 111)",4.288019134
"(111, 2)",4.84625884
"(2, 111)",4.84625884
"(111, 3)",5.179251559
"(3, 111)",5.179251559
"(111, 4)",1.963408086
"(4, 111)",1.963408086
"(111, 5)",1.968441191
"(5, 111)",1.968441191
"(111, 6)",2.47305658
"(6, 111)",2.47305658
"(111, 7)",5.746439008
"(7, 111)",5.746439008
"(111, 8)",5.236914788
"(8, 111)",5.236914788
"(111, 9)",10.068385
"(9, 111)",10.068385
"(112, 1)",3.632037769
"(1, 112)",3.632037769
"(112, 2)",0
"(2, 112)",0
"(112, 3)",3.321165858
"(3, 112)",3.321165858
"(112, 4)",4.61442532
"(4, 112)",4.61442532
"(112, 5)",6.656188289
"(5, 112)",6.656188289
"(112, 6)",3.507142198
"(6, 112)",3.507142198
"(112, 7)",8.91710881
"(7, 112)",8.91710881
"(112, 8)",7.266063926
"(8, 112)",7.266063926
"(112, 9)",6.110376003
"(9, 112)",6.110376003
"(113, 1)",3.632037769
"(1, 113)",3.632037769
"(113, 2)",0
"(2, 113)",0
"(113, 3)",3.321165858
"(3, 113)",3.321165858
"(113, 4)",4.61442532
"(4, 113)",4.61442532
"(113, 5)",6.656188289
"(5, 113)",6.656188289
"(113, 6)",3.507142198
"(6, 113)",3.507142198
"(113, 7)",8.91710881
"(7, 113)",8.91710881
"(113, 8)",7.266063926
"(8, 113)",7.266063926
